iteration,start,end,latency,execution
568,26989031,27215017,225986,859740
569,27072637,27298298,225661,779798
570,27155533,27382659,227126,853186
571,27240177,27466087,225910,871124
572,27323657,27549503,225846,803781
573,27408640,27633614,224974,823080
574,27490426,27718398,227972,858501
575,27575703,27802595,226892,877306
576,27659050,27886836,227786,776320
577,27742069,27969434,227365,890436
578,27826213,28052731,226518,801944
579,27910988,28135914,224926,822090
580,27992825,28220010,227185,826647
581,28076058,28302430,226372,840195
582,28160980,28384760,223780,868124
583,28244768,28469416,224648,816551
584,28328073,28554700,226627,922212
585,28417207,28637949,220742,746420
586,28495098,28722439,227341,834550
587,28578489,28807366,228877,899634
588,28663713,28892323,228610,842779
589,28748591,28974851,226260,845689
590,28833320,29060068,226748,790794
591,28916738,29143608,226870,893504
592,29001822,29227570,225748,793810
593,29085267,29310156,224889,853373
594,29170542,29392366,221824,831382
595,29253862,29474676,220814,833908
596,29337519,29557360,219841,852752
597,29421217,29639545,218328,813902
598,29504593,29722049,217456,819553
599,29588089,29804376,216287,852927
600,29671771,29886652,214881,833609
601,29755270,29970049,214779,832742
602,29838968,30054366,215398,861785
603,29923046,30137153,214107,814719
604,30006491,30232414,225923,901832
605,30090051,30316183,226132,779100
606,30173192,30400551,227359,867927
607,30256708,30484977,228269,852447
608,30341545,30569076,227531,853182
609,30426984,30653676,226692,790828
610,30511771,30736442,224671,894437
611,30595559,30819129,223570,805775
612,30680384,30901405,221021,830957
613,30763754,30984734,220980,836117
614,30847299,31067037,219738,830302
615,30930551,31150554,220003,853665
616,31014040,31233514,219474,860881
617,31097501,31315988,218487,802479
618,31182472,31399348,216876,816967
619,31266039,31481744,215705,851914
620,31349650,31565163,215513,833793
621,31433253,31650693,217440,880373
622,31517073,31733496,216423,790049
623,31600432,31817286,216854,850085
624,31685526,31904459,218933,878454
625,31768957,31988886,219929,849505
626,31853730,32073807,220077,847619
627,31938541,32157180,218639,848628
628,32023627,32240511,216884,791089
629,32106984,32323899,216915,849315
630,32192135,32406425,214290,850966
631,32275443,32488852,213409,817546
632,32358928,32572755,213827,812637
633,32440679,32658356,217677,898039
634,32526046,32741254,215208,791976
635,32609365,32824614,215249,851561
636,32694448,32911349,216901,871731
637,32777784,32995569,217785,853515
638,32862860,33079650,216790,785736
639,32945976,33163090,217114,875323
640,33031293,33247355,216062,864984
641,33114768,33329522,214754,797687
642,33199682,33411814,212132,836132
643,33283556,33494489,210933,841360
644,33367316,33578410,211094,812873
645,33449234,33660780,211546,870927
646,33534487,33745029,210542,803644
647,33617901,33829466,211565,852058
648,33701547,33913996,212449,838008
649,33785128,33996379,211251,838758
650,33868889,34079431,210542,825911
651,33951742,34163091,211349,854600
652,34035629,34250304,214675,872003
653,34119286,34332440,213154,798886
654,34204346,34416099,211753,831553
655,34287781,34499226,211445,836844
656,34371338,34582581,211243,834356
657,34454720,34664995,210275,848032
658,34538011,34748025,210014,797391
659,34620997,34831575,210578,852549
660,34704921,34916948,212027,840801
661,34788713,35000224,211511,832140
662,34872281,35083319,211038,837023
663,34955958,35167083,211125,851653
664,35039470,35253267,213797,869161
665,35122922,35336531,213609,799138
666,35207925,35420820,212895,839416
667,35291649,35504443,212794,838391
668,35375445,35590442,214997,878613
669,35459227,35675695,216468,849629
670,35544196,35758771,214575,857149
671,35629240,35842320,213080,799544
672,35714280,35924232,209952,834200
673,35798013,36007142,209129,818926
674,35881581,36091089,209508,836502
675,35963812,36174765,210953,869906
676,36048985,36261737,212752,874697
677,36132712,36345260,212548,797224
678,36217785,36428592,210807,836007
679,36301417,36511891,210474,830374
680,36384266,36596026,211760,826325
681,36467701,36679769,212068,874086
682,36552845,36765698,212853,870796
683,36636580,36849130,212550,800330
684,36721514,36931238,209724,834838
685,36805227,37014691,209464,819017
686,36888832,37098064,209232,854956
687,36972785,37181780,208995,854055
688,37056440,37270015,213575,871141
689,37140032,37353220,213188,801690
690,37225192,37437444,212252,838107
691,37308991,37520913,211922,833871
692,37392611,37604936,212325,877902
693,37476356,37689399,213043,857430
694,37561731,37776727,214996,867012
695,37647203,37860920,213717,832775
696,37732391,37948293,215902,816826
697,37817671,38030630,212959,873548
698,37901154,38114927,213773,791972
699,37984771,38198405,213634,878477
700,38070369,38282745,212376,860481
701,38153294,38366660,213366,845078
702,38238544,38451977,213433,807748
703,38323979,38534285,210306,835525
704,38407649,38617704,210055,818417
705,38491120,38701052,209932,861606
706,38575612,38783765,208153,834093
707,38659220,38868665,209445,879706
708,38742724,38958888,216164,814823
709,38828307,39041344,213037,887862
710,38912203,39125618,213415,778385
711,38995620,39210077,214457,906810
712,39080964,39297449,216485,870827
713,39166412,39381722,215310,832664
714,39251457,39470039,218582,869365
715,39336949,39553256,216307,840900
716,39422356,39636622,214266,804558
717,39507859,39719968,212109,887029
718,39591799,39803045,211246,788539
719,39677149,39886360,209211,853797
720,39761101,39972853,211752,841335
721,39845202,40056214,211012,830177
722,39928137,40140327,212190,839535
723,40012211,40223609,211398,860934
724,40096131,40312831,216700,880391
725,40179799,40396396,216597,773717
726,40265010,40482725,217715,921561
727,40349125,40565859,216734,839737
728,40434514,40647882,213368,799913
729,40519921,40731271,211350,838051
730,40603812,40812625,208813,863354
731,40687844,40895966,208122,794795
732,40771595,40980347,208752,856595
733,40855683,41063681,207998,839550
734,40939606,41147374,207768,838672
735,41023533,41232784,209251,890591
736,41107478,41322628,215150,866199
737,41193029,41407122,214093,846742
738,41278496,41495404,216908,867902
739,41363983,41578576,214593,840867
740,41449436,41662051,212615,802068
741,41534780,41746359,211579,886822
742,41618540,41836620,218080,872935
743,41704067,41921334,217267,841079
744,41789551,42006258,216707,851971
745,41875000,42090561,215561,851119
746,41960229,42174986,214757,851887
747,42045496,42259030,213534,850844
748,42130794,42343345,212551,851730
749,42216036,42427626,211590,851688
750,42301275,42512237,210962,851766
751,42386530,42596626,210096,810313
